system:index,date,class_id,LAI_MODIS,FVC_crudo,FVC_gf,LAI_MODIS_raw,FPAR_MODIS,LAI_gf,LAI_crudo,FPAR_MODIS_raw
38_343_0,2023-12-11,5265,1.0,0.4733515,0.4852633,10,0.49,1.8835068,1.160195,49
38_357_0,2023-12-11,7753,1.1,0.042236034,0.14987054,11,0.52,0.36387056,0.02478665,52
38_358_0,2023-12-11,9745,0.30000000000000004,1.0E-5,0.022413384,3,0.22,0.36697036,0.4783857,22
38_373_0,2023-12-11,2431,1.2000000000000002,0.5993967,0.61342156,12,0.55,2.0715544,1.7605966,55
38_418_0,2023-12-11,3744,0.7000000000000001,0.04493776,0.037976988,7,0.4,0.2076228,0.33254802,40
38_422_0,2023-12-11,7245,1.0,0.022453517,0.11669226,10,0.48,0.56043375,0.34944105,48
38_424_0,2023-12-11,1763,0.6000000000000001,0.025397804,0.030660849,6,0.35000000000000003,0.53852093,0.66157615,35
38_449_0,2023-12-11,8225,0.9,0.33570597,0.24904755,9,0.45,0.40074548,0.51628435,45
38_455_0,2023-12-11,7579,0.7000000000000001,1.0E-5,0.026527742,7,0.38,0.31662843,0.101785816,38
38_464_0,2023-12-11,7130,1.1,0.6014982,0.5571843,11,0.52,2.1347446,1.7957503,52
38_482_0,2023-12-11,4903,0.7000000000000001,0.032437883,0.14880608,7,0.4,0.6326111,0.4147525,40
39_2_0,2023-12-21,6139,1.4000000000000001,0.25123918,0.20939837,14,0.44,0.4020864,0.48223656,44
39_8_0,2023-12-21,6202,0.7000000000000001,0.0097858,0.15185934,7,0.4,0.7246754,0.26191753,40
39_11_0,2023-12-21,2812,0.9,1.0E-5,0.02312623,9,0.45,0.29315186,0.3757748,45
39_38_0,2023-12-21,516,0.5,1.0E-5,0.01945161,5,0.28,0.38882196,0.4608947,28
39_57_0,2023-12-21,7941,0.7000000000000001,0.079138264,0.17162007,7,0.38,0.23899278,0.023508154,38
39_73_0,2023-12-21,3002,0.30000000000000004,1.0E-5,8.860617E-6,3,0.22,0.1957991,0.23339123,22
39_82_0,2023-12-21,3426,0.4,1.0E-5,0.04500302,4,0.26,0.35368812,0.35668722,26
39_102_0,2023-12-21,214,0.2,1.0E-5,9.596735E-6,2,0.14,0.2311931,0.2505334,14
39_106_0,2023-12-21,956,1.1,0.735264,0.543403,11,0.45,1.1811295,2.0147696,45
39_145_0,2023-12-21,3134,0.4,0.07821893,0.07906383,4,0.26,0.1969342,0.17388625,26
39_171_0,2023-12-21,5774,0.2,1.0E-5,0.10416772,2,0.15,0.4251881,0.22814956,15
39_176_0,2023-12-21,6355,0.30000000000000004,1.0E-5,8.731909E-6,3,0.21,0.36054876,0.3620668,21
39_213_0,2023-12-21,3880,0.5,0.012421818,0.008705264,5,0.24,0.25556925,0.26478648,24
39_229_0,2023-12-21,9953,0.4,1.0E-5,0.07504495,4,0.24,0.3070211,0.2092942,24
39_245_0,2023-12-21,1735,0.9,1.0E-5,5.833157E-4,9,0.45,0.35136387,0.42262217,45
39_247_0,2023-12-21,9664,0.7000000000000001,1.0E-5,0.21317622,7,0.4,0.7831799,0.50767773,40
39_258_0,2023-12-21,8960,0.4,0.020125873,0.101614945,4,0.27,0.40059346,0.25401446,27
39_274_0,2023-12-21,6093,0.5,1.0E-5,0.004493885,5,0.28,0.3029473,0.3032084,28
39_280_0,2023-12-21,275,0.4,1.0E-5,0.047545955,4,0.21,0.28553772,0.28481373,21
39_284_0,2023-12-21,3432,0.7000000000000001,0.29337853,0.22754067,7,0.4,0.38613275,0.51578,40
39_307_0,2023-12-21,2058,0.6000000000000001,0.06015758,0.25759175,6,0.34,1.0470117,0.19877397,34
39_317_0,2023-12-21,113,0.7000000000000001,1.0E-5,0.02624378,7,0.39,0.3827228,0.3269917,39
39_319_0,2023-12-21,1989,0.5,1.0E-5,0.014718296,5,0.29,0.24614576,0.32521474,29
39_334_0,2023-12-21,9643,0.5,1.0E-5,0.003464512,5,0.27,0.32079157,0.3635733,27
39_339_0,2023-12-21,5203,0.2,1.0E-5,0.061189305,2,0.15,0.2469823,0.16888201,15
39_343_0,2023-12-21,5265,0.7000000000000001,0.102585234,0.29526618,7,0.39,0.96801853,0.22462961,39
39_357_0,2023-12-21,7753,0.9,0.033283602,0.027381085,9,0.45,0.14353175,0.31080616,45
39_358_0,2023-12-21,9745,0.6000000000000001,1.0E-5,0.009308394,6,0.35000000000000003,0.39927915,0.40198264,35
39_373_0,2023-12-21,2431,0.8,0.3505498,0.46039885,8,0.35000000000000003,1.2882938,0.6101032,35
39_396_0,2023-12-21,9182,0.6000000000000001,0.03383481,0.2604598,6,0.28,1.0726575,0.24897538,28
39_418_0,2023-12-21,3744,0.5,0.010341935,0.018655568,5,0.3,0.2576259,0.37935165,30
39_422_0,2023-12-21,7245,0.8,1.0E-5,0.025635535,8,0.32,0.36489448,0.48120636,32
39_424_0,2023-12-21,1763,0.5,0.034386765,0.03231636,5,0.24,0.5886043,0.5711824,24
39_447_0,2023-12-21,3281,0.30000000000000004,1.0E-5,9.772471E-6,3,0.22,0.3800419,0.43135545,22
39_455_0,2023-12-21,7579,0.7000000000000001,1.0E-5,0.0029239487,7,0.31,0.30315393,0.23994695,31
39_464_0,2023-12-21,7130,0.5,0.24426998,0.35590634,5,0.29,1.2163924,0.4402309,29
39_471_0,2023-12-21,544,0.7000000000000001,1.0E-5,0.05490995,7,0.32,0.22011912,0.12552023,32
39_482_0,2023-12-21,4903,0.5,1.0E-5,0.011080883,5,0.29,0.32272393,0.25126252,29
39_499_0,2023-12-21,7911,0.4,0.02734513,0.15790017,4,0.26,0.49728468,0.23835394,26
